gene_id,gene_name,runon_chr,runon_start,runon_end,runon_strand,runon_width,runon_base_mean,runon_log2FC,runon_padj,gene_log2FC,gene_padj,stc15_time_v_vehicle,tissue,time
ENSMUSG00000044468,Tent5c,3,100355373,100375372,-,20000,363.672512748273,-1.16626913636982,0.991408906133376,-0.0946227637106777,0.995742124843561,120,Blood,120h
ENSMUSG00000044583,Tlr7,X,166067925,166087924,-,20000,19.3076115303798,0.644664550563546,0.991408906133376,-0.0400378833781896,0.995742124843561,120,Blood,120h
ENSMUSG00000045107,Saysd1,14,20105704,20125703,-,20000,7.95425336383201,-0.0768762366166958,NA,0.0322041563205417,0.996710509683386,120,Blood,120h
ENSMUSG00000045503,Sys1,2,164307433,164327432,+,20000,47.9555985071154,0.260515006472724,0.991408906133376,0.0336217404689256,0.995742124843561,120,Blood,120h
ENSMUSG00000045868,Gvin1,7,105735763,105755762,-,20000,262.005183383101,0.0641159897616482,0.994592805339705,-0.57030355407969,0.991408906133376,120,Blood,120h
ENSMUSG00000046062,Ppp1r15b,1,133067522,133087521,+,20000,24.3266004734681,0.317141070926966,0.991408906133376,-0.0970952754546804,0.991408906133376,120,Blood,120h
ENSMUSG00000046079,Lrrc8d,5,105963077,105983076,+,20000,45.2994875222929,0.0487250459849461,0.995742124843561,-0.159992812257823,0.991408906133376,120,Blood,120h
ENSMUSG00000046080,Clec9a,6,129401727,129421726,+,20000,20.2227009898544,-0.155644699614461,0.992766490734979,0.336070442832753,0.991408906133376,120,Blood,120h
ENSMUSG00000046768,Rhoj,12,75448231,75468230,+,20000,3.50860887825033,1.02327647795132,NA,0.763521637582638,0.587718505070172,120,Blood,120h
ENSMUSG00000046791,Riox1,12,83999726,84019725,+,20000,15.3801832688812,0.185547945052869,NA,-0.154527226248907,0.991408906133376,120,Blood,120h
ENSMUSG00000046794,Ppp1r3b,8,35855289,35875288,+,20000,18.8294790690761,0.834109481364279,0.956443364054212,-0.202518631266801,0.991408906133376,120,Blood,120h
ENSMUSG00000046994,Mars2,1,55287630,55307629,+,20000,35.9752885620037,0.221571116965993,0.991408906133376,-0.0591606363974472,0.995742124843561,120,Blood,120h
ENSMUSG00000047036,Zfp445,9,122673101,122677974,-,4874,9.33040889422773,-0.42215318951855,NA,-0.190444484328122,0.991408906133376,120,Blood,120h
ENSMUSG00000047446,Arl4a,12,40063290,40083289,-,20000,56.1597603003093,0.169066337844693,0.991408906133376,0.101881950221112,0.995575290247163,120,Blood,120h
ENSMUSG00000047656,Trpt1,19,6976415,6996414,+,20000,268.786185314723,0.979220572451047,0.129265874493061,-0.414717578365744,NA,120,Blood,120h
ENSMUSG00000047735,Samd9l,6,3352257,3372256,-,20000,30.2717908055867,0.451957098184852,0.991408906133376,0.0776702955711257,0.992766490734979,120,Blood,120h
ENSMUSG00000047751,Utf1,7,139525026,139545025,+,20000,15.6329735526548,0.225586325718426,NA,1.0579836971661,NA,120,Blood,120h
ENSMUSG00000047880,Cxcr5,9,44403084,44423083,-,20000,25.3594780849529,-0.0218665528394267,0.998484544189123,-0.309607478674215,0.991408906133376,120,Blood,120h
ENSMUSG00000048677,Tpcn2,7,144787660,144807659,-,20000,42.19276288666,0.444738889138957,0.991408906133376,0.00299405638420651,0.999260308071153,120,Blood,120h
ENSMUSG00000048787,Dcun1d3,7,119432019,119452018,-,20000,23.1238186592121,0.654414541430275,0.833948039762838,-0.0166455036152811,0.998404432504123,120,Blood,120h
ENSMUSG00000049047,Armcx3,X,133662205,133682204,+,20000,4.32057078737094,0.4173637334389,NA,-0.0557836294570555,0.992766490734979,120,Blood,120h
ENSMUSG00000049323,Smcr8,11,60679114,60699113,+,20000,80.8619450744157,0.270609423282266,0.991408906133376,-0.0730046501329496,0.992766490734979,120,Blood,120h
ENSMUSG00000049580,Tsku,7,97979875,97999874,-,20000,2.18942835124226,0.650281914694432,NA,-0.226664681844815,0.992766490734979,120,Blood,120h
ENSMUSG00000049680,Urgcp,11,5657688,5663416,-,5729,20.2286076388541,-0.171619756988718,0.991408906133376,-0.193911028225833,0.991408906133376,120,Blood,120h
ENSMUSG00000049686,Orai1,5,123168520,123188519,+,20000,9.9376529234268,0.454762011389381,NA,0.580555686143669,0.366273986658997,120,Blood,120h
ENSMUSG00000049878,Rlf,4,120983080,121003079,-,20000,33.0979949017356,0.512994525900908,0.991408906133376,0.169265371457956,0.991408906133376,120,Blood,120h
ENSMUSG00000049907,Rasl11b,5,74360143,74380142,+,20000,2.04074061362743,-0.366209992023382,NA,-0.822815459046071,NA,120,Blood,120h
ENSMUSG00000049969,Plekhf2,4,10968662,10988661,-,20000,81.468978993526,0.420468310032808,0.991408906133376,0.143916341556213,0.992766490734979,120,Blood,120h
ENSMUSG00000050107,Haspin,11,73006311,73026310,-,20000,11.09086225594,-0.0723734404097205,NA,-0.0354275501941629,0.996415552488458,120,Blood,120h
ENSMUSG00000050493,Fam167b,4,129452166,129470607,-,18442,163.950561956733,-0.36417810517436,0.991408906133376,-0.567096093332084,0.991408906133376,120,Blood,120h
ENSMUSG00000050587,Lrrc4c,2,97462012,97482011,+,20000,1.24330681124313,0.365561294835385,NA,-0.6887771691991,NA,120,Blood,120h
ENSMUSG00000051022,Hs3st1,5,39751278,39771277,-,20000,10.660848473614,0.00970043332021734,NA,-0.135434570373127,0.993193201896939,120,Blood,120h
ENSMUSG00000051124,Gimap9,6,48655634,48661515,+,5882,41.7914006130075,0.310382163144815,0.991408906133376,-0.142420182149421,0.991408906133376,120,Blood,120h
ENSMUSG00000051234,Rnf7,9,96332990,96352989,-,20000,11.9583496751078,-0.461764846552895,NA,-0.169576585609923,0.991408906133376,120,Blood,120h
ENSMUSG00000051341,Zfp52,17,21782864,21787269,+,4406,21.5977298562868,0.343150737561633,0.991408906133376,0.346818057532447,0.991408906133376,120,Blood,120h
ENSMUSG00000051367,Six1,12,73068601,73088600,-,20000,0.310662561252698,-0.311706865658058,NA,-0.943354490567506,NA,120,Blood,120h
ENSMUSG00000052151,Plpp2,10,79342264,79362263,-,20000,6.96893123854747,0.515795526198206,NA,-0.328239628470924,0.991408906133376,120,Blood,120h
ENSMUSG00000052609,Plekhg3,12,76625817,76645816,+,20000,45.2030056242013,0.208378036695741,0.991408906133376,0.0782974866034423,0.992766490734979,120,Blood,120h
ENSMUSG00000052776,Oas1a,5,121025646,121034318,-,8673,20.2327364863866,0.188366626990016,0.991408906133376,-0.0561940050420448,0.995742124843561,120,Blood,120h
ENSMUSG00000053914,Kdm4d,9,14353844,14373843,-,20000,2.17028974022923,0.490663766818865,NA,-0.0321073846262598,NA,120,Blood,120h
ENSMUSG00000054072,Iigp1,18,60525700,60545699,+,20000,8.42312664808321,0.19129602115702,NA,-0.84145217520029,0.991408906133376,120,Blood,120h
ENSMUSG00000054648,Zfp869,8,70135306,70155305,-,20000,1.75477923647472,-1.69072106831005,NA,-0.0411962133835128,0.9948418724885,120,Blood,120h
ENSMUSG00000054850,Smim10l2a,X,55423160,55443159,+,20000,0.944902434463166,0.153616393699561,NA,0.244608674779438,NA,120,Blood,120h
ENSMUSG00000054951,9130008F23Rik,17,41166373,41186372,-,20000,12.1158825653897,-0.241453192606731,NA,0.0832388890293623,0.995742124843561,120,Blood,120h
ENSMUSG00000055128,Cgrrf1,14,47091651,47111650,+,20000,12.8441523576418,0.11617121011932,NA,-0.208764069181068,0.991408906133376,120,Blood,120h
ENSMUSG00000055652,Klhl25,7,75523880,75543879,+,20000,3.23809309515977,0.336848508419489,NA,-0.00958874753489627,0.999260308071153,120,Blood,120h
ENSMUSG00000056019,Zfp709,8,72649572,72662451,+,12880,8.06720280809229,0.369083717435242,NA,0.00661214353271242,0.999260308071153,120,Blood,120h
ENSMUSG00000056069,Otulinl,15,27635157,27655156,-,20000,14.3468528187606,0.336050704806219,NA,0.20152435419483,0.991408906133376,120,Blood,120h
ENSMUSG00000056260,Lrif1,3,106643891,106663890,+,20000,12.9370279242228,0.57059278456498,NA,0.091025832664292,0.992766490734979,120,Blood,120h
ENSMUSG00000056536,Pign,1,105426151,105446150,-,20000,16.0353260195575,-0.388439706432457,NA,0.509071464212571,0.763577982981897,120,Blood,120h
ENSMUSG00000057135,Scimp,11,70661758,70681757,-,20000,62.9192039805582,0.324034988406962,0.991408906133376,-0.421203000580012,0.991408906133376,120,Blood,120h
ENSMUSG00000057396,Zfp759,13,67289852,67309851,+,20000,28.8564362436185,0.228529817366424,0.991408906133376,0.03575570382478,0.997300727171693,120,Blood,120h
ENSMUSG00000057409,Zfp53,17,21730736,21750735,+,20000,39.8786886040047,0.191634184686527,0.991408906133376,0.033583749549853,0.995742124843561,120,Blood,120h
ENSMUSG00000057522,Spop,11,95384233,95404232,+,20000,56.9169574088566,0.36865260197041,0.991408906133376,0.0183796905657054,0.99888178503024,120,Blood,120h
ENSMUSG00000057766,Ankrd29,18,12369458,12385418,-,15961,0.844017321521999,-0.667893865675281,NA,-2.17169758778195,NA,120,Blood,120h
ENSMUSG00000059291,Rpl11,4,135757042,135777041,-,20000,55.9240002541293,-0.277200073817216,0.991408906133376,-0.109958251461516,0.991408906133376,120,Blood,120h
ENSMUSG00000059475,Zfp426,9,20371457,20380003,-,8547,6.07699086375368,-0.263720042988864,NA,0.132410874056729,0.991408906133376,120,Blood,120h
ENSMUSG00000060301,2610008E11Rik,10,78880208,78900207,-,20000,51.9269026095855,0.215964794231379,0.991408906133376,-0.275427288800033,0.991408906133376,120,Blood,120h
ENSMUSG00000060671,Atp8b2,3,89826788,89846787,-,20000,1.21190327981681,0.646635084517346,NA,0.153482717818931,0.991408906133376,120,Blood,120h
ENSMUSG00000060678,H4c3,13,23867932,23881617,-,13686,854.432215951483,0.979370298204487,0.116420095144959,0.167613535342344,0.991408906133376,120,Blood,120h
ENSMUSG00000060950,Trmt61a,12,111650337,111670336,+,20000,6.29056814400155,0.917087145085998,NA,-0.125238507018756,0.991408906133376,120,Blood,120h
ENSMUSG00000061615,H2ac4,13,23935582,23936249,+,668,27.9599542633436,1.3841447648494,0.247776578647382,-0.415731236943601,0.991408906133376,120,Blood,120h
ENSMUSG00000061758,Akr1b10,6,34373886,34389268,+,15383,5.62373534449191,0.999777263501358,NA,0.124700160698509,0.991408906133376,120,Blood,120h
ENSMUSG00000062210,Tnfaip8,18,50224850,50244849,+,20000,49.1446767379144,-0.394188773990544,0.934209765762702,0.0212406870055685,0.995742124843561,120,Blood,120h
ENSMUSG00000062743,Zfp677,17,21619528,21639527,+,20000,3.4111372908879,-0.812455446197208,NA,-0.165301820164646,0.991408906133376,120,Blood,120h
ENSMUSG00000063047,Zfp780b,7,27640786,27660785,-,20000,55.5604516973442,0.111323794532618,0.992766490734979,-0.220447046874641,0.991408906133376,120,Blood,120h
ENSMUSG00000063049,Ing2,8,48100213,48120212,-,20000,35.7809501229105,0.0553664539185597,0.994172433598741,0.157808805811906,0.991408906133376,120,Blood,120h
ENSMUSG00000063383,Zfp947,17,22343340,22363339,-,20000,3.8028335074363,-0.600804909544538,NA,-0.612512526367318,NA,120,Blood,120h
ENSMUSG00000063704,Mapk15,15,75871004,75881738,+,10735,3.41543967296696,0.931709090947335,NA,-0.0996252095968098,NA,120,Blood,120h
ENSMUSG00000066258,Trim12a,7,103937302,103949103,-,11802,108.670295745655,0.248305415489165,0.991408906133376,0.00534227995124339,0.999260274222071,120,Blood,120h
ENSMUSG00000066861,Oas1g,5,120994205,121014204,-,20000,16.69737261205,0.152122933956648,NA,-0.0369125265216116,0.995742124843561,120,Blood,120h
ENSMUSG00000066880,Zfp617,8,72688474,72704914,+,16441,10.7911437014837,0.415908864646388,NA,0.143479439643995,0.991408906133376,120,Blood,120h
ENSMUSG00000067916,Zfp991,4,147265037,147285036,+,20000,160.640894161878,0.27082977499209,0.991408906133376,0.28672240961877,0.991408906133376,120,Blood,120h
ENSMUSG00000067931,Zfp948,17,21808962,21828961,+,20000,3.72096785232637,0.873661683869748,NA,-0.258150914982891,0.991408906133376,120,Blood,120h
ENSMUSG00000068134,Zfp120,2,149936326,149956325,-,20000,13.6255716643978,0.615662896342058,NA,0.0284496907547066,0.995742124843561,120,Blood,120h
ENSMUSG00000068744,Psrc1,3,108295548,108315547,+,20000,0.888359815663836,0.722439802304769,NA,0.217627160099487,0.991408906133376,120,Blood,120h
ENSMUSG00000069300,H2bc11,13,22227847,22247846,+,20000,163.67854910313,1.34616813839453,0.0246142538603252,-0.491329712551934,0.991408906133376,120,Blood,120h
ENSMUSG00000069301,H2ac11,13,22219739,22226629,-,6891,2082.04546338913,0.493181262357676,0.732382633121389,-0.469193912174963,0.991408906133376,120,Blood,120h
ENSMUSG00000069305,H4c18,13,21995937,22015936,-,20000,1171.17050233975,1.13566523754093,0.00824875497756511,0.282593972304917,0.991408906133376,120,Blood,120h
ENSMUSG00000069793,Slfn9,11,82849216,82869215,-,20000,36.9724524321767,0.102256868905517,0.992766490734979,-0.240449674437894,0.991408906133376,120,Blood,120h
ENSMUSG00000070298,Trcg1,9,57157148,57177147,+,20000,6.28719308560438,-0.226014710968022,NA,1.87836426059565,NA,120,Blood,120h
ENSMUSG00000070306,Ccdc153,9,44158312,44178311,+,20000,18.3860369496911,0.617822811517831,0.895899110879873,-2.37857871179792,NA,120,Blood,120h
ENSMUSG00000070426,Rnf121,7,101667898,101668343,-,446,0.39743652771769,1.27017759416314,NA,-0.150513511305707,0.991408906133376,120,Blood,120h
ENSMUSG00000070462,Tlnrd1,7,83509081,83529080,-,20000,21.7622118986646,0.451388445243787,0.991408906133376,-0.0106849966045309,0.998892367776084,120,Blood,120h
ENSMUSG00000070605,Zfp992,4,146554750,146574749,+,20000,91.7005106220981,0.229185641719203,0.991408906133376,0.188171779221709,0.991408906133376,120,Blood,120h
ENSMUSG00000070780,Rbm47,5,66153892,66173891,-,20000,19.6109908579197,0.53437554037415,0.991408906133376,-0.140166954464168,0.992766490734979,120,Blood,120h
ENSMUSG00000071266,Zfp946,17,22675671,22695670,+,20000,2.30250700742744,-0.839821513547775,NA,-0.721051515377808,0.991408906133376,120,Blood,120h
ENSMUSG00000071267,Zfp942,17,22128908,22145940,-,17033,11.5586965537211,0.529795708460319,NA,-0.180256951773888,0.991408906133376,120,Blood,120h
ENSMUSG00000071302,Zfp1006,8,129924598,129944597,-,20000,75.7785535269323,-0.350086906884822,0.991408906133376,-0.252363874897493,0.991408906133376,120,Blood,120h
ENSMUSG00000071379,Hpcal1,12,17841935,17861934,+,20000,18.7173340711068,0.220554323052718,0.991408906133376,0.506294568919516,0.789707938365613,120,Blood,120h
ENSMUSG00000072066,Zfp1008,13,62732069,62752068,-,20000,16.2906338675786,0.429111855849558,NA,0.0291097095550995,0.998068640868788,120,Blood,120h
ENSMUSG00000072620,Slfn2,11,82961505,82981504,+,20000,237.833500686676,0.571220769151554,0.991408906133376,0.385802332750257,0.991408906133376,120,Blood,120h
ENSMUSG00000072763,Zfp1007,5,109802411,109822410,-,20000,17.5358191404493,0.401080735233003,NA,0.126676175991254,0.991408906133376,120,Blood,120h
ENSMUSG00000073448,Gm10509,17,21911581,21926722,+,15142,17.0442906277803,0.220926421157402,NA,-0.135288983956316,0.991408906133376,120,Blood,120h
ENSMUSG00000073901,Or2ag19,7,106445415,106462391,+,16977,0.451085072541078,-1.33684141664239,NA,NA,NA,120,Blood,120h
ENSMUSG00000074340,Ovgp1,3,105894740,105914739,+,20000,18.5087674846205,0.96184753592439,0.991408906133376,-0.756359553610344,0.991408906133376,120,Blood,120h
ENSMUSG00000074733,Zfp950,19,61086569,61106568,-,20000,184.197618810737,-0.0188507078613806,0.997881723886761,-0.180742267255626,0.991408906133376,120,Blood,120h
ENSMUSG00000074748,Atxn7l3b,10,112741335,112761334,-,20000,25.6451020986456,-0.123630463357069,0.992766490734979,-0.14187880220611,0.991408906133376,120,Blood,120h
ENSMUSG00000074811,Hps6,19,45994613,46014612,+,20000,4.35959248346533,0.719103232062449,NA,0.024643687807356,0.995742124843561,120,Blood,120h
ENSMUSG00000074890,Lcmt2,2,120948079,120968078,-,20000,9.27204127012563,-0.102517214848559,NA,0.0844334028795023,0.992766490734979,120,Blood,120h
ENSMUSG00000078234,Klhdc7a,4,139667531,139687530,-,20000,7.58856785285152,0.703485547282345,NA,-0.361077667567297,0.991408906133376,120,Blood,120h
ENSMUSG00000078498,Zfp988,4,147418192,147438191,+,20000,3.83715326165351,0.752765922122731,NA,0.976884487444169,NA,120,Blood,120h
ENSMUSG00000078606,Gvin2,7,105524346,105544345,-,20000,244.802643720141,0.11939604086432,0.992614613454027,-0.415788119507933,0.991408906133376,120,Blood,120h
ENSMUSG00000078869,Gm14409,2,176936447,176956446,-,20000,9.64043091831828,-0.0394722439768078,NA,0.392957406694268,NA,120,Blood,120h
ENSMUSG00000078878,Gm14305,2,176413607,176433606,+,20000,135.027335367295,-0.253038628582274,0.991408906133376,-0.334302820899881,0.991408906133376,120,Blood,120h
ENSMUSG00000078880,Gm14308,2,176294635,176314634,-,20000,205.963983077072,-0.192009994796721,0.991408906133376,-0.425217485365116,0.991408906133376,120,Blood,120h
ENSMUSG00000078881,Gm14434,2,176145071,176165070,-,20000,207.276846855797,-0.21406679337424,0.991408906133376,-1.26267217659453,NA,120,Blood,120h
ENSMUSG00000078887,Gm6710,2,175673042,175693041,+,20000,142.762026366225,-0.0922621421070202,0.992766490734979,-0.162849980708752,0.991408906133376,120,Blood,120h
ENSMUSG00000078897,Gm4724,2,175244093,175264092,-,20000,208.524110866597,-0.207283630893936,0.991408906133376,-0.247418356186492,0.991408906133376,120,Blood,120h
ENSMUSG00000078898,Zfp968,2,175230030,175250029,+,20000,64.4943380918122,-0.0700694562818934,0.992766490734979,0.466733539405208,0.995742124843561,120,Blood,120h
ENSMUSG00000078899,Gm4631,2,175143748,175163747,-,20000,57.5209223175419,-0.0222531903080042,0.998404432504123,-0.180429310532832,0.991408906133376,120,Blood,120h
ENSMUSG00000078922,Tgtp1,11,48870209,48876153,-,5945,17.7911956551201,0.624192791859661,0.991408906133376,0.10033102295956,0.991408906133376,120,Blood,120h
ENSMUSG00000079083,Jrkl,9,13222612,13242611,-,20000,3.41759385780072,-0.652132340174622,NA,-0.0515693011520775,0.995742124843561,120,Blood,120h
ENSMUSG00000079084,Ccdc82,9,13292868,13298305,+,5438,19.2192111355376,0.641830983327908,0.991408906133376,0.0597776415999428,0.991408906133376,120,Blood,120h
ENSMUSG00000079227,Ccr5,9,123932522,123952521,+,20000,18.1728310272987,-0.0120441942780998,0.99888178503024,-0.0599583640100825,0.99391762087224,120,Blood,120h
ENSMUSG00000079415,Cntf,19,12721024,12741023,-,20000,9.89793964590865,0.0590492289812173,NA,-1.41035723714254,NA,120,Blood,120h
ENSMUSG00000079442,St6galnac4,2,32489711,32498475,+,8765,19.6483814192133,-0.276781495573663,0.991408906133376,-0.0271454120636188,0.997300727171693,120,Blood,120h
ENSMUSG00000079685,Ulbp1,10,7373038,7393037,-,20000,41.5168148193945,-0.559877947252301,0.991408906133376,-0.487020784339812,0.981542859784233,120,Blood,120h
ENSMUSG00000087370,Tmem170b,13,41794832,41814831,+,20000,7.36430993972138,-0.0629980025152203,NA,0.41576289789856,0.683817101241621,120,Blood,120h
ENSMUSG00000089844,Sp140l1,1,85040790,85060789,-,20000,42.5716232431391,-0.101204776025875,0.992766490734979,0.000353445691259578,0.99967548200571,120,Blood,120h
ENSMUSG00000090176,Cd200r2,16,44736204,44756203,+,20000,1.08623048674857,3.15712585303483,NA,1.29787625695979,NA,120,Blood,120h
ENSMUSG00000090394,4930523C07Rik,1,159907779,159927778,+,20000,14.1666283349133,0.120797608330249,NA,-0.084498053291598,0.992766490734979,120,Blood,120h
ENSMUSG00000092118,Fancf,7,51490325,51510324,-,20000,47.4352959403398,-0.0412460711786266,0.995742124843561,0.0407473416597375,0.995742124843561,120,Blood,120h
ENSMUSG00000093806,Asmt,X,169112126,169132125,+,20000,6.63903000711555,1.1195274816081,NA,1.13182026925038,NA,120,Blood,120h
ENSMUSG00000094053,Scgb2b7,7,31383204,31403203,-,20000,2.08450702848736,-0.39006763267461,NA,NA,NA,120,Blood,120h
ENSMUSG00000094475,Gm11007,2,175445654,175465653,+,20000,207.993483990673,-0.229849920512149,0.991408906133376,0.958360993777304,0.991408906133376,120,Blood,120h
ENSMUSG00000094622,Gm3055,10,81558655,81578654,-,20000,16.9093932510232,0.190503251961753,NA,-0.206188847116268,0.991408906133376,120,Blood,120h
ENSMUSG00000094777,H2ac24,13,22016367,22017195,-,829,57.4944284214342,1.15415493034663,0.0253614509467585,-0.412023039502457,0.991408906133376,120,Blood,120h
ENSMUSG00000094932,Gm2007,2,175543213,175563212,+,20000,207.84250781808,-0.220235770912151,0.991408906133376,1.60011764217602,NA,120,Blood,120h
ENSMUSG00000094942,Gm3604,13,62496142,62516141,-,20000,10.2533905275426,0.633320784599572,NA,-0.171747522870744,0.991408906133376,120,Blood,120h
ENSMUSG00000095362,Gm14325,2,177453584,177473583,-,20000,107.303234325048,-0.293208216361968,0.991408906133376,0.00372147524624882,0.999414422461115,120,Blood,120h
ENSMUSG00000095432,Zfp748,13,67674297,67686759,-,12463,20.9308556705804,-0.115308194572393,0.992766490734979,-0.0055846774345648,0.999260308071153,120,Blood,120h
ENSMUSG00000096433,Zfp994,17,22396246,22416245,-,20000,0.82459475292966,-0.40013664364548,NA,-0.0063696126596338,0.999119762004793,120,Blood,120h
ENSMUSG00000096718,Zfp781,10,81717745,81737744,-,20000,14.1655369857063,0.168690911813007,NA,1.29263280543154,NA,120,Blood,120h
ENSMUSG00000096795,Zfp433,10,81557811,81577810,+,20000,60.4124782067211,0.189464834968017,0.991408906133376,-0.0522898889844804,0.995742124843561,120,Blood,120h
ENSMUSG00000096910,Zfp955b,17,33526216,33546215,+,20000,6.13717537722115,-0.400797210768955,NA,-0.603795549522011,0.858953862904502,120,Blood,120h
ENSMUSG00000097333,Zfp87,13,67648675,67663899,-,15225,26.1752474733771,0.402861496250988,0.991408906133376,0.219358383953298,0.991408906133376,120,Blood,120h
ENSMUSG00000098132,Rassf10,7,112556665,112576664,+,20000,0.985625228230393,-0.0247313084243859,NA,-1.5449290674217,NA,120,Blood,120h
ENSMUSG00000102037,Bcl2a1a,9,88844473,88864472,+,20000,38.5546523914227,0.254649429057292,0.991408906133376,0.284899864138159,0.991408906133376,120,Blood,120h
ENSMUSG00000106918,Mrpl33,5,31779989,31799988,+,20000,92.1648081803966,0.573323073419005,0.991408906133376,0.25219484256024,0.991408906133376,120,Blood,120h
ENSMUSG00000109305,Smim38,7,144739562,144759561,-,20000,6.39081854997647,0.400951841439774,NA,3.37924138848621,NA,120,Blood,120h
ENSMUSG00000112160,BC024063,10,81947051,81963846,+,16796,20.4037976476086,0.101904994879949,0.992766490734979,-0.198143619399902,0.991408906133376,120,Blood,120h
ENSMUSG00000112640,Gm32687,10,81716916,81736915,+,20000,48.4504491940626,0.209173152035841,0.991408906133376,-0.262770303614803,0.991408906133376,120,Blood,120h
ENSMUSG00000115987,Vps28,15,76491712,76506308,-,14597,482.809633033976,0.418602174954297,0.688196452547616,0.159715966603422,0.991408906133376,120,Blood,120h
ENSMUSG00000000385,Tmprss2,16,97345882,97365881,-,20000,25.730478878831,2.17538309010422,8.50436124603427e-07,0.351196870315306,0.346193885902383,1,Tumour,1h
ENSMUSG00000000817,Fasl,1,161588258,161608257,-,20000,33.7619814496015,2.29885465447755,1.22750327561946e-06,0.632326247506253,0.274228050595845,1,Tumour,1h
ENSMUSG00000001053,N4bp3,11,51526724,51533889,-,7166,45.2764752490849,1.84703894939517,3.54094444513623e-06,-0.294573003781104,0.277868634868089,1,Tumour,1h
ENSMUSG00000001123,Lgals9,11,78833805,78853804,-,20000,25.6983778532928,2.75167095595575,1.05838923899441e-06,0.204701562180348,0.617817345699327,1,Tumour,1h
ENSMUSG00000002014,Ssr4,X,72834431,72854430,+,20000,144.60632457136,1.33318346681326,4.57653329584098e-05,-1.82595078537464,5.54891337528836e-06,1,Tumour,1h
ENSMUSG00000002871,Tpra1,6,88889214,88909213,+,20000,119.279104554827,3.18773686554293,1.79643292636598e-06,0.468194941904877,0.00143903731326467,1,Tumour,1h
ENSMUSG00000003882,Il7r,15,9485874,9505873,-,20000,69.5982749899975,3.96014747771323,1.51690948648247e-13,1.56251096691526,0.000188703380155225,1,Tumour,1h
ENSMUSG00000004383,Large1,8,73521227,73541226,-,20000,84.6086225903874,2.15047382507792,4.12026279090024e-07,0.912346964142728,0.000271276714952472,1,Tumour,1h
ENSMUSG00000004677,Myo9b,8,71813357,71819491,+,6135,86.8466213596931,1.93686319024314,7.1736508292109e-09,0.941035457936605,0.000724505760295897,1,Tumour,1h
ENSMUSG00000004771,Rab11a,9,64602581,64622580,-,20000,502.318724696748,1.73077414342817,7.09408200495192e-07,-1.40940738674802,4.38818210079267e-05,1,Tumour,1h
ENSMUSG00000013646,Sh3bp5l,11,58238555,58258554,+,20000,44.5388948085117,1.45107034861099,1.21943101340143e-05,-0.500303728748721,0.00272831120810491,1,Tumour,1h
ENSMUSG00000015488,Cacfd1,2,26911102,26927296,+,16195,44.7116522799161,2.32335567703595,5.6252487648659e-08,0.169116635427025,0.376174541502234,1,Tumour,1h
ENSMUSG00000016206,H2-M3,17,37585376,37605375,+,20000,286.538021591168,2.58893815835703,6.03014575870013e-08,-0.730337245881135,0.0378260768585707,1,Tumour,1h
ENSMUSG00000016520,Lnx2,5,146933465,146953464,-,20000,41.240835098536,1.61028392378921,1.77885796921184e-05,0.243783218412636,0.350125166919665,1,Tumour,1h
ENSMUSG00000016664,Pacsin2,15,83239808,83259807,-,20000,69.8279294870475,2.45964380644878,2.24215654873083e-06,-0.0704707407607335,0.783490232468155,1,Tumour,1h
ENSMUSG00000017057,Il13ra1,X,35434913,35454912,+,20000,28.0531634343727,2.32786610879895,4.8687867879913e-06,-0.414300628219008,0.270659735504443,1,Tumour,1h
ENSMUSG00000017386,Traf4,11,78030226,78050225,-,20000,242.137821935079,0.549558731374336,0.0590226086239973,-0.12339215329021,0.648197184349019,1,Tumour,1h
ENSMUSG00000018707,Dync1h1,12,110633380,110653379,+,20000,61.0318412180295,2.08918769199235,1.81910736856426e-06,0.855259206188024,0.00320651932091118,1,Tumour,1h
ENSMUSG00000018899,Irf1,11,53668150,53688149,+,20000,131.320577137292,2.55431443596054,2.21669541836745e-07,0.659840881505757,0.0315962632245409,1,Tumour,1h
ENSMUSG00000018900,Slc22a5,11,53735368,53755367,-,20000,157.449288232095,2.29012514168169,3.50824994881499e-06,-0.0751943518572754,0.750237336303945,1,Tumour,1h
ENSMUSG00000018924,Alox15,11,70214978,70234977,-,20000,243.343573137903,3.17600350771682,3.228417825481e-08,0.35053606226777,0.416927260149913,1,Tumour,1h
ENSMUSG00000019897,Ccdc59,10,105683695,105703694,+,20000,138.163241908961,0.984760223893285,0.0127297083282812,-1.00676761228304,4.28355220486187e-05,1,Tumour,1h
ENSMUSG00000020015,Cdk17,10,93077191,93097190,+,20000,126.898737266055,2.47491561583473,1.17090334048608e-08,0.292582156905692,0.40173559291168,1,Tumour,1h
ENSMUSG00000020027,Socs2,10,95227352,95247351,-,20000,1838.80168827321,3.13267258974632,1.93308707256459e-07,0.107912802855029,0.739921142434543,1,Tumour,1h
ENSMUSG00000020101,Vsir,10,60208464,60228463,+,20000,66.0174722100184,4.04256124551649,6.87540668219075e-10,1.42966768975082,0.00605232939295667,1,Tumour,1h
ENSMUSG00000020133,2310011J03Rik,10,80134088,80154087,-,20000,42.5603053303262,1.81243208017686,8.37541642606131e-07,-1.43918131710153,8.28350622982625e-05,1,Tumour,1h
ENSMUSG00000020389,Cdkl3,11,51928993,51948992,+,20000,85.4082693072588,2.72355945541763,3.24342645878883e-06,0.372785014801511,0.279654872193184,1,Tumour,1h
