gene_id,gene_name,runon_chr,runon_strand,runon_start,runon_end,runon_base_mean,runon_log2FC,runon_padj,dose_v_0,gene_log2FC,gene_padj
ENSG00000198169,ZNF251,8,-,144710909,144720908,15.8565274355473,0.696818376191212,0.736908179131394,10,-0.205260102397689,0.769296601866898
ENSG00000198205,ZXDA,X,-,57816430,57905429,195.705252377401,0.601213946543945,0.528782477050574,10,-0.246803511364199,0.541813033224949
ENSG00000198799,LRIG2,1,+,113132261,113144260,33.7524074236753,-0.396857851195275,0.731459420117115,10,0.0661195433838764,0.757134217089915
ENSG00000205730,ITPRIPL2,16,+,19121630,19141629,34.1114045289677,0.178483125197472,0.892037576963519,10,-0.187308209546609,0.681460575284923
ENSG00000212747,RTL8B,X,-,135006513,135020512,64.1020199580774,-0.144241335624388,0.873547124797344,10,-0.293234078451693,0.683291462690963
ENSG00000213096,ZNF254,19,+,24129969,24167968,118.141253824961,-0.266157614354681,0.776257113463018,10,0.540552274641927,0.567729021542307
ENSG00000236287,ZBED5,11,-,10834706,10852705,139.507627312682,0.286529352874352,0.723463781604562,10,0.159752382982938,0.764171067106077
ENSG00000243660,ZNF487,10,+,43483182,43495181,41.8564576560022,0.354654757913778,0.715703855898488,10,0.12571305925784,0.847386459250825
ENSG00000247626,MARS2,2,+,197708396,197748395,96.5840826580167,0.213405201305655,0.89774804898046,10,0.00652735130670335,0.982999699244348
ENSG00000254535,PABPC4L,4,-,134144333,134196332,63.0757818263002,0.267579414077016,0.830291453467554,10,0.112159186349496,0.89146992786561
ENSG00000256671,LIMS4,2,-,110345883,110445882,4165.85701161164,0.0130578889512204,0.972072876777091,10,-0.315877975672939,0.744067308944609
ENSG00000256977,LIMS3,2,+,109925626,110025625,4041.537551089,0.0378492152346327,0.893661479234483,10,0.693402472048705,0.81866437118918
ENSG00000261221,ZNF865,19,+,55617270,55628269,60.2656005609604,-0.0623197211291431,0.955529741698684,10,-0.10819943530218,0.86047882269032
ENSG00000272602,ZNF595,4,+,88209,102208,460.949204060801,0.408016971114111,0.509236808200376,10,0.228166267767561,0.632379399806954
ENSG00000273983,H3C8,6,-,26250918,26270917,563.084887367479,0.0740578436531273,0.889537324085004,10,0.0878289948879861,0.859149152531667
ENSG00000275342,PRAG1,8,-,8303736,8317735,61.0616681468806,0.0419120977152901,0.976269142805502,10,-0.661797762357428,0.567768720715145
ENSG00000288709,F8A2,X,+,155383802,155417801,80.5308198483342,-0.179732951992513,0.850378927460793,10,-0.0495167824081832,0.920342482634398
ENSG00000291237,SOD2,6,-,159605069,159669068,171.716594372623,-0.190099230107823,0.811465000285359,10,-0.180310298227954,0.650765793790021
ENSG00000001167,NFYA,6,+,41102404,41151403,155.59591020685,0.0712196492733798,0.889306657181618,30,-0.689596906043621,0.135541441332992
ENSG00000013392,RWDD2A,6,+,83198936,83208935,15.2209780730177,0.0293011227942143,NA,30,-0.127604916523231,0.659358518937064
ENSG00000013588,GPRC5A,12,+,12917938,12998937,683.449410609695,-0.174000049239057,0.669870495762229,30,-0.489070484087171,0.0874440062959472
ENSG00000019995,ZRANB1,10,+,124988190,125003189,99.8275965840558,-0.115312686916296,0.794170150446596,30,-0.189981195156521,0.278973254902987
ENSG00000026103,FAS,10,+,89017060,89039059,62.2529127375105,0.145029747278274,0.857267967175478,30,0.30275813919488,0.207707919889959
ENSG00000043093,DCUN1D1,3,-,182917074,182938073,147.550530161137,0.358472460108428,0.467394926814627,30,0.490719573680056,0.187279937491924
ENSG00000051009,FHIP1B,11,-,6198345,6211344,39.9083815859579,-0.804689189065505,NA,30,0.0376756838774765,0.878555835496913
ENSG00000065559,MAP2K4,17,+,12143829,12158828,65.5559179567444,0.539010539760386,0.275886100080955,30,0.0467876524201806,0.769637100174863
ENSG00000065883,CDK13,7,+,40099581,40125580,107.923568988734,0.248639895839979,0.554924626424399,30,-0.119440011819858,0.492355881738838
ENSG00000066697,MSANTD3,9,+,100451735,100462734,157.036925027582,-0.524475528006914,0.175436958050636,30,-0.0552126013156181,0.793091746598611
ENSG00000068354,TBC1D25,X,+,48562610,48572609,33.0584018234063,0.323388632841721,NA,30,-0.628091206045542,0.120905754068002
ENSG00000072864,NDE1,16,+,15726354,15743353,61.5569299857213,-0.443224136151783,0.360024665854888,30,-0.41275739975055,0.00277587220500069
ENSG00000075426,FOSL2,2,+,28417318,28435317,110.370861653075,-0.700411910211156,0.171611764372412,30,-0.185055537143426,0.264944837296927
ENSG00000076053,RBM7,11,+,114410608,114438607,292.854965714226,0.469003933873984,0.178712358921091,30,0.230180512428466,0.218591421090834
ENSG00000078269,SYNJ2,6,+,158099177,158116176,80.065146437477,-0.154880574013421,0.77354565848841,30,-0.108477444734484,0.716234939438986
ENSG00000079999,KEAP1,19,-,10474125,10486124,129.353461913217,-0.0221252426208282,0.952864512783065,30,-0.0980580866154994,0.548005598665642
ENSG00000082516,GEMIN5,5,-,154870411,154887410,199.906144447502,0.224943128592874,0.665234764625122,30,-0.0529747324083344,0.816623662085218
ENSG00000096654,ZNF184,6,-,27433747,27450746,65.3650139591724,0.848329614590418,0.0548046373292079,30,0.44096155089576,0.0835926137889352
ENSG00000097096,SYDE2,1,-,85144889,85156888,238.978643563888,0.110784792988203,0.831721792397281,30,0.196201240158692,0.498274232412044
ENSG00000102390,PBDC1,X,+,76178315,76244314,1703.70181610246,0.362437992564063,0.254575616959893,30,-0.0311644137727128,0.91419123973452
ENSG00000102606,ARHGEF7,13,+,111305733,111319732,29.0719799655957,-0.465906496731951,NA,30,-0.883262556933298,0.0682314646147742
ENSG00000103222,ABCC1,16,+,16143054,16166053,54.9599215192929,-0.0664359600203887,0.932134326352675,30,-1.14192077527235,0.0993401929420462
ENSG00000103404,USP31,16,-,23051406,23061405,6.63607514719497,-0.946103916970362,NA,30,-0.154663172909793,0.412646327604638
ENSG00000103550,KNOP1,16,-,19680937,19701936,330.934010217388,0.194568599392814,0.454748062440908,30,0.250740821556316,0.0769372569561345
ENSG00000104432,IL7,8,-,78718772,78732771,54.2512726906051,0.9350328713094,0.101781782576917,30,0.408179263200556,0.299476892839505
ENSG00000105875,WDR91,7,-,135170839,135183838,73.7509418312885,-0.363192265679355,0.567734619452838,30,-0.291930331625415,0.0536771439967116
ENSG00000107951,MTPAP,10,-,30292801,30309800,204.293775575503,0.27189521674992,0.496716983939315,30,-0.272900902424443,0.429083483854858
ENSG00000107984,DKK1,10,+,52317658,52327657,1043.9540312846,0.632840624506864,7.78579181209671e-05,30,-0.283149969057469,0.0948255465208937
ENSG00000108219,TSPAN14,10,+,80522632,80537631,73.5090080376067,0.101074227627305,0.842631900475039,30,-0.450946798746121,0.128179239412762
ENSG00000108826,MRPL27,17,-,50346867,50367866,290.56934598336,0.198223207172707,0.47240404387471,30,0.315372956832577,0.107289770457631
ENSG00000109381,ELF2,4,-,139015265,139057264,374.570947452626,0.0665142601529923,0.902357629650849,30,0.171071487154363,0.268886212141797
ENSG00000109861,CTSC,11,-,88278592,88293591,43.76571138286,-0.00981318505880922,NA,30,0.0486026046277731,0.649394221065162
ENSG00000110218,PANX1,11,+,94181969,94198968,808.229620938019,-0.123454377355193,0.793492129437405,30,-0.0524588649939543,0.850102604510115
ENSG00000111530,CAND1,12,+,67319954,67384953,69.8015016590683,0.891814273973091,0.170882580875053,30,0.219785708991242,0.183153405978986
ENSG00000111846,GCNT2,6,+,10629369,10655368,50.0130372216395,0.281888575710824,0.59557251485589,30,-0.356148936094085,0.042070065435902
ENSG00000111877,MCM9,6,-,118783455,118813454,103.808229469312,-0.367810909535408,0.654275854753524,30,-0.149685253462951,0.600262645018054
ENSG00000112773,TENT5A,6,-,81645730,81745729,282.738281027863,0.38520520340678,0.465216846194326,30,-0.259600175229355,0.165409177305588
ENSG00000113209,PCDHB5,5,+,141138616,141149615,40.0754156078645,-0.346027974296789,NA,30,-0.0510935893544684,0.867998901399822
ENSG00000114019,AMOTL2,3,-,134342347,134355346,224.234955152919,0.0723727070605289,0.818397955715695,30,-0.0392994324374139,0.81762537334906
ENSG00000115170,ACVR1,2,-,157658446,157736445,139.83740487544,0.0950481300280575,0.891686318500182,30,-0.864992305018151,0.0732207871978893
ENSG00000116157,GPX7,1,+,52609052,52629051,72.0080300251906,0.0434308816409788,0.931100903734527,30,0.290581337828545,0.0733936161078948
ENSG00000116285,ERRFI1,1,-,8000727,8011726,46.1601304110291,-0.149968785852383,0.797054506078922,30,-0.299840173620748,0.136873822518298
ENSG00000116903,EXOC8,1,-,231322753,231332752,448.244948742814,-0.0223764298069416,0.976094300767983,30,-0.46612074856426,0.40118409587962
ENSG00000118482,PHF3,6,+,63726012,63772011,78.9126454727202,1.20395872626474,0.0496737535101767,30,0.236369602563797,0.709693637397686
ENSG00000119401,TRIM32,9,+,116701300,116731299,329.579181943108,-0.138579856290593,0.813041470647577,30,-0.612037859314815,0.107860285024643
ENSG00000120327,PCDHB14,5,+,141227760,141243759,28.5939668882869,0.460576808228769,NA,30,-0.179241736945184,0.837155433054554
ENSG00000120889,TNFRSF10B,8,-,22988133,23020132,176.050737709587,-0.0865706092550591,0.807392385381884,30,-0.0288770929285415,0.887045025845688
ENSG00000121858,TNFSF10,3,-,172490508,172505507,99.562884988699,0.335228218426401,0.32142867235426,30,0.213287677654824,0.429351303477001
ENSG00000121903,ZSCAN20,1,+,33501644,33515643,28.8176205764351,-0.538932242783416,NA,30,-0.130875187280782,0.626331391112899
ENSG00000124459,ZNF45,19,-,43888624,43912623,168.173241406367,0.437021210738258,0.239732612931398,30,0.135074562878386,0.379794766589898
ENSG00000124575,H1-3,6,-,26217212,26234211,292.600324492028,0.0513357547614297,0.887493959889352,30,0.0311762516091121,0.923719801436427
ENSG00000125378,BMP4,14,-,53934736,53949735,58.2307361735462,0.394531361678558,0.38821353608431,30,0.110761562890799,0.641380931156692
ENSG00000126804,ZBTB1,14,+,64524952,64539951,569.518673114438,0.895612175924465,0.0395402171386162,30,0.385034304373737,0.0990772444228133
ENSG00000126822,PLEKHG3,14,+,64750250,64766249,128.716242109215,-0.194672496231165,0.663004969058015,30,-0.0446473713074103,0.762631107049221
ENSG00000127080,IPPK,9,-,92603183,92613182,33.6919535880152,-0.0550283561342564,NA,30,0.0420222644831249,0.836376284139078
ENSG00000127081,ZNF484,9,-,92809182,92844181,394.678134785954,0.581495314058593,0.131198071248907,30,0.328363205629567,0.38821353608431
ENSG00000128567,PODXL,7,-,131481271,131500270,80.8577894490801,0.179839514359299,0.753715818402669,30,-0.546062928916428,0.40999422884228
ENSG00000128590,DNAJB9,7,+,108574851,108586850,14.5615483408511,0.820545440105962,NA,30,-0.782034675285785,0.191944841834373
ENSG00000131115,ZNF227,19,+,44237269,44256268,79.9967567047598,0.64416020120825,0.0869177524245077,30,0.366231296993733,0.129883431799476
ENSG00000132436,FIGNL1,7,-,50418133,50444132,993.631638408929,0.505402371089496,0.100051124782473,30,0.427336802306731,0.0676409306987148
ENSG00000134013,LOXL2,8,-,23278897,23296896,46.9879513111402,-0.566335086892299,0.282303056846763,30,-0.746319595980869,0.0678269521683452
ENSG00000134247,PTGFRN,1,+,116990354,117001353,27.2074106604647,0.123978132035615,NA,30,-0.128398900481347,0.635850333393142
ENSG00000135069,PSAT1,9,+,78330094,78346093,10.5223943763678,0.398621560694326,NA,30,-0.100258624393344,0.557615005125644
ENSG00000135083,CCNJL,5,-,160231083,160249082,73.8092856285883,-0.215679547678099,0.741802514126955,30,-0.0578682634992683,0.758663473991808
ENSG00000135373,EHF,11,+,34663289,34722288,64.6608967373938,0.51900752429833,0.247072889865921,30,-0.121798204751884,0.67747385888544
ENSG00000135679,MDM2,12,+,68845545,68861544,104.206132534351,0.354759198036901,0.293035322778657,30,0.0329009874488973,0.922906968770035
ENSG00000135763,URB2,1,+,229660201,229677200,88.7188418039201,-0.253963195661906,0.718800377430249,30,-0.160757756829701,0.15808073058721
ENSG00000137338,PGBD1,6,+,28302550,28332549,135.256648093684,-0.16103544310498,0.853410764704246,30,0.238180017765021,0.0486118701638729
ENSG00000137393,RNF144B,6,+,18468871,18480870,25.9300576242355,0.0918498070133934,NA,30,0.0897113945295795,0.515159877603582
ENSG00000137492,THAP12,11,-,76336956,76349955,91.7678916657025,0.12012926102562,0.819301937222484,30,0.323477310442939,0.0617522397602877
ENSG00000137962,ARHGAP29,1,-,94143905,94168904,344.894222074239,0.763479377156103,0.053165006848968,30,0.0135364065697033,0.981261574521849
ENSG00000138166,DUSP5,10,+,110511534,110544533,253.130186317432,-0.585648308572742,0.233001486793112,30,-0.569077849555295,0.00552232455571883
ENSG00000139174,PRICKLE1,12,-,42445757,42456756,39.1575639789938,-0.202058789916964,NA,30,-0.438493584834935,0.283571355885176
ENSG00000139990,DCAF5,14,-,69038881,69050880,46.9108006467491,0.375262339461225,0.593686062299612,30,-0.393740023810748,0.105294598518851
ENSG00000140406,TLNRD1,15,+,81005789,81105788,596.073356553008,-0.283413475497611,0.548074054817982,30,-0.177783744473313,0.16075276335772
ENSG00000140836,ZFHX3,16,-,72770885,72782884,29.2726455015738,0.612382071937734,NA,30,-1.108421648661,0.133663945130183
ENSG00000141642,ELAC1,18,+,50988122,51007121,35.5386327779363,0.112970204797342,NA,30,-0.195858752979678,0.493745170342149
ENSG00000142149,HUNK,21,+,32004065,32014064,6.45460917638446,0.717523473152613,NA,30,-0.772286270582538,0.0941181774082402
ENSG00000142864,SERBP1,1,-,67378810,67407809,209.671825615869,0.288851576376878,0.404266517718366,30,-0.378619728633708,0.261713019590456
ENSG00000143079,CTTNBP2NL,1,+,112461165,112489164,70.5185542136213,-0.647793330104482,0.362658660294682,30,-0.634683852194301,0.207229875074369
ENSG00000143315,PIGM,1,-,160011953,160024952,10.1895564304162,2.47989904439163,NA,30,0.0326172451119822,0.877673502377719
ENSG00000143457,GOLPH3L,1,-,150636230,150646229,108.996494788056,0.00959145222024271,0.981854706585874,30,0.258325035981772,0.028881981276143
ENSG00000144815,NXPE3,3,+,101828232,101849231,106.967073932852,0.139794538517779,0.807966875794539,30,0.142449232189888,0.135588091355741
ENSG00000145014,TMEM44,3,-,194576678,194587677,39.9074560044079,-0.174663991761536,NA,30,-0.298366060830959,0.269640168210262
ENSG00000145365,TIFA,4,-,112262537,112274536,74.1477206657576,0.542166153916623,0.140983203022395,30,0.162273599944988,0.267726411263529
ENSG00000145632,PLK2,5,-,58440982,58453981,170.400427930601,0.305389630457325,0.461126659388113,30,-0.136419324890775,0.206571134028136
ENSG00000145919,BOD1,5,-,173586145,173607144,100.606231445039,-0.685772562209442,0.140885357201131,30,-0.188222518295582,0.175785119725562
ENSG00000146242,TPBG,6,+,82367421,82467420,465.197740378897,0.447082418997383,0.276792616733338,30,-0.115133213513086,0.50218006537109
ENSG00000146278,PNRC1,6,+,89085161,89111160,100.848376518891,0.719131733685357,0.0676409306987148,30,-0.14043540533978,0.218254044079016
ENSG00000146648,EGFR,7,+,55211629,55224628,69.3013970094905,-0.369438841997647,0.55127905201061,30,-1.28929928079929,0.0860408037339686
ENSG00000146802,TMEM168,7,-,112751377,112762376,15.1168517910771,0.626041393912282,NA,30,-0.104170674784283,0.793317086483318
ENSG00000147124,ZNF41,X,-,47425178,47445177,60.4232439628789,0.384964130282003,0.515031471711598,30,0.395873375286698,0.0403643291005245
ENSG00000147454,SLC25A37,8,+,23575464,23608463,53.8175252926019,0.352998646488483,0.589734332783243,30,-0.131293919093247,0.251807055480975
ENSG00000147650,LRP12,8,-,104467236,104489235,85.5783898015964,0.626276360632203,0.158266266302284,30,0.231507425300961,0.131952392209195
ENSG00000147679,UTP23,8,+,116774685,116791684,34.6236401740336,0.245283153217072,NA,30,0.497738979348578,0.139751097606031
ENSG00000148019,CEP78,9,+,78279691,78292690,25.5567054590898,0.525761890783228,NA,30,0.234141395116253,0.251101556588305
ENSG00000148120,AOPEP,9,+,95087160,95115159,176.819869896928,0.0714781030141752,0.848287253892032,30,0.137895978013815,0.465590033728339
ENSG00000148429,USP6NL,10,-,11440510,11460509,156.096224121607,-0.279090974898733,0.677352910618721,30,0.0944847818601463,0.531620248075218
ENSG00000148773,MKI67,10,-,128076659,128096658,145.366941025256,-0.191738727037569,0.793451457528875,30,-1.61675416303409,0.155282774521093
ENSG00000149218,ENDOD1,11,+,95132646,95159645,274.882040595718,0.108925929977038,0.746268970315973,30,0.256487372755392,0.0103804801904872
ENSG00000149418,ST14,11,+,130210363,130220362,24.6282756915011,-0.0884307675746266,NA,30,0.0703352939522385,0.742849945368236
ENSG00000151014,NOCT,4,+,139045940,139061939,245.31296285709,0.00647012578090634,0.992046757052649,30,-0.122139209833132,0.696092459548281
ENSG00000152457,DCLRE1C,10,-,14886613,14904612,206.778919896736,0.790033331264229,0.0698167487645636,30,0.233484298861451,0.317057015124452
ENSG00000152977,ZIC1,3,+,147416720,147476719,101.535258182838,-0.0376973182447279,0.955302181179265,30,0.139726128740983,0.434020511346679
ENSG00000152990,ADGRA3,4,-,22356376,22387375,76.9355142871618,0.215045861023601,0.774329872272758,30,-0.385401368701651,0.142104123359922
ENSG00000153037,SRP19,5,+,112869789,112911788,344.160726238728,0.325746260304557,0.189427654460265,30,0.289730867735535,0.107723532885534
ENSG00000154265,ABCA5,17,-,69229311,69244310,7.96704194879228,0.120805670019141,NA,30,0.479786671753354,0.105543100126505
ENSG00000154447,SH3RF1,4,-,169037259,169094258,182.860906685897,0.125834077085073,0.764123355064569,30,-0.335832475754316,0.311385143630219
ENSG00000155275,TRMT44,4,+,8476556,8496555,73.250483763265,0.00779882585244862,0.991418316044595,30,0.205321492651934,0.25737668595908
ENSG00000155666,KDM8,16,+,27221769,27236768,34.3246366280152,0.425960842206313,NA,30,0.0276424958485236,0.935833571951327
ENSG00000157540,DYRK1A,21,+,37526359,37551358,44.6265293741235,-0.281716926946622,0.632821310881794,30,0.0586808477696567,0.548206533801077
ENSG00000157654,PALM2AKAP2,9,+,110172513,110182512,23.9365783660779,-0.796172363381162,NA,30,-0.755116527232075,0.165640352887192
ENSG00000158615,PPP1R15B,1,-,204379381,204403380,660.530824855353,0.225402683643329,0.493634651135629,30,-0.1161973319541,0.483943650522261
ENSG00000158636,EMSY,11,+,76553032,76570031,59.6310735902825,0.361156014405244,0.637828310299398,30,-0.284905669332369,0.460995348489644
ENSG00000162616,DNAJB4,1,+,78017965,78030964,128.539298405337,0.832844822303191,0.0224945832074826,30,0.419728649836525,0.181584493831135
ENSG00000162924,REL,2,+,60931613,60957612,262.375908524773,0.264077716338692,0.632800280076248,30,-0.019848747621607,0.976094300767983
ENSG00000163235,TGFA,2,-,70433284,70447283,43.0775645290547,-0.0468566466999832,NA,30,-0.0943850128902952,0.524804449961699
ENSG00000163545,NUAK2,1,-,205291063,205302062,29.1717052202679,0.434481452390232,NA,30,-0.37172846105188,0.239947162853499
ENSG00000163684,RPP14,3,+,58320194,58332193,750.78584373114,0.483673681704468,0.000512752226872395,30,0.178955830971837,0.0764206237056758
ENSG00000163866,SMIM12,1,-,34777362,34850361,159.430715462994,0.0887109349111213,0.840002536779067,30,-0.141341748755739,0.258611079457489
ENSG00000164219,PGGT1B,5,-,115193012,115204011,33.4761608604634,1.03721513987462,NA,30,0.425923091143426,0.104184553137839
ENSG00000164465,DCBLD1,6,+,117549798,117562797,20.574677213743,0.479225918548576,NA,30,-0.00443445498388051,0.988165050204617
ENSG00000164823,OSGIN2,8,+,89927889,89937888,42.389155718865,0.930313884319684,NA,30,0.480528729881023,0.0119554308639491
ENSG00000165300,SLITRK5,13,+,87679617,87690616,10.2542677499913,1.10112296776799,NA,30,0.200059228480346,0.773597049268303
ENSG00000166439,RNF169,11,+,74842414,74921413,548.259283027875,-0.155850468941599,0.722078152327005,30,-0.315666021331398,0.286169166018145
ENSG00000167173,C15orf39,15,+,75212170,75233169,93.9457668470524,-0.26008463995599,0.65051656865552,30,-0.906007967431847,0.111599240760836
ENSG00000167193,CRK,17,-,1400693,1420692,77.7587868506695,0.313371360875383,0.488937296838425,30,0.21453318928425,0.123232716144282
ENSG00000167384,ZNF180,19,-,44464443,44474442,50.0629216833988,0.411996325376144,0.57557925559167,30,0.174940036028103,0.660126397218486
ENSG00000167637,ZNF283,19,+,43852018,43874017,67.9844218618131,0.106842781721747,0.886998724615625,30,0.204034289157974,0.548005598665642
ENSG00000168214,RBPJ,4,+,26434924,26453923,60.5095223766008,0.102484311416182,0.892874751579699,30,-0.0862137974395285,0.854030520147499
ENSG00000168264,IRF2BP2,1,-,234585269,234604268,198.110050217479,0.101738453816459,0.762631107049221,30,-0.28616392468235,0.134390564209978
ENSG00000168556,ING2,4,+,183512430,183523429,26.2347762506889,-0.327058491700061,NA,30,0.232025079684128,0.29530960606772
ENSG00000168792,ABHD15,17,-,29546547,29560546,150.556865379023,0.139619379728557,0.649404709191955,30,0.0513447227841924,0.818950769124495
ENSG00000169018,FEM1B,15,+,68295863,68305862,117.335766915437,-0.166358504527566,0.573756089996403,30,0.265637819544263,0.0950635374853215
ENSG00000169047,IRS1,2,-,226718312,226731311,12.4692169717608,0.114427531519765,NA,30,-0.480088265879982,0.107581087908385
ENSG00000169252,ADRB2,5,+,148828624,148855623,55.0483783895228,0.125365545141298,0.874569465788878,30,-0.0466302577708421,0.878802600361943
ENSG00000169981,ZNF35,3,+,44660792,44670791,170.484943214746,0.421360775006407,0.158899054199787,30,0.287915404524838,0.120557683348001
ENSG00000170631,ZNF16,8,-,144919358,144930357,89.767666813071,-0.441777621886633,0.36360420742483,30,0.0413484494488929,0.847402349097264
ENSG00000170745,KCNS3,2,+,17932959,17943958,41.2916016173825,-0.74264429827989,NA,30,0.128891234869143,0.633638278636417
ENSG00000170846,NA,4,+,6676048,6687047,18.4144200557935,-0.169239004655222,NA,30,-0.0108397382763813,0.967322053161794
ENSG00000170881,RNF139,8,+,124488619,124505618,224.765922916311,0.508685996545907,0.0459028505612974,30,0.162990953779202,0.247072889865921
ENSG00000170903,MSANTD4,11,-,105969899,106007898,288.969728570093,0.313477027936926,0.49463236957375,30,0.291341725846675,0.287396865478856
ENSG00000171316,CHD7,8,+,60868029,60882028,31.7387364259013,-0.630599383089431,NA,30,-0.937302947189335,0.0815444318013329
ENSG00000171823,FBXL14,12,-,1555993,1565992,2.51989890386605,-0.356181682525032,NA,30,0.179858994399382,0.508087907724855
ENSG00000172315,TP53RK,20,-,46652365,46684364,121.949172363138,0.150699115926254,0.671707934658877,30,0.121526427076123,0.473895953893456
ENSG00000172738,TMEM217,6,-,37202181,37212180,14.568561948763,0.002145100312391,NA,30,-0.125432490515637,0.575732004056623
ENSG00000173166,RAPH1,2,-,203415682,203433681,69.6546919272621,-0.339962858206581,0.642508007750865,30,-0.871864885370151,0.237061913886201
ENSG00000174579,MSL2,3,-,136085917,136148916,238.072417138583,0.253962859155959,0.538796730728041,30,-0.0115311067025743,0.948750175840801
ENSG00000175073,VCPIP1,8,-,66618487,66628486,24.9073188222276,1.02081712883539,NA,30,0.120312375633425,0.833869736175095
ENSG00000175505,CLCF1,11,-,67354168,67364167,674.44351719448,0.525359136002663,0.0560937941865738,30,-0.0361507400835363,0.909144741032495
ENSG00000175697,GPR156,3,-,120153478,120165477,92.5915280709296,0.0435056106826403,0.935469650251,30,-0.0533898061628338,0.870813211033581
ENSG00000176055,MBLAC2,5,-,90446209,90458208,11.2553552642722,-0.319706060987015,NA,30,0.537577703211281,0.0527541373195694
ENSG00000176697,BDNF,11,-,27636893,27654892,77.5284703443701,0.600670950381647,0.247072889865921,30,0.27504432448509,0.155500676224438
ENSG00000177051,FBXO46,19,-,45700629,45710628,41.7709107482848,0.666143451785764,NA,30,-0.0351091338114506,0.912797765449068
ENSG00000177352,CCDC71,3,-,49151535,49162534,243.239315463261,0.47325321129465,0.0572094275852799,30,0.159439867768176,0.551538525857278
ENSG00000177706,FAM20C,7,+,260773,274772,11.6454336288753,-0.422726520928771,NA,30,-0.236987825183143,0.164423044011302
ENSG00000178150,ZNF114,19,+,48287609,48297608,975.78055742464,0.623156813533047,0.00118133092692962,30,-0.00114791734927928,0.996291427461972
ENSG00000178229,ZNF543,19,+,57330771,57346770,468.282889138761,0.149513037819672,0.514258323686985,30,-0.123457200660066,0.493348169315963
ENSG00000178913,TAF7,5,-,141304490,141318489,368.088959535391,0.250651117615548,0.363288589208499,30,0.277925612194695,0.0936816262746401
ENSG00000180346,TIGD2,4,+,89114902,89127901,88.4885137274607,0.409300458002534,0.326277191973865,30,0.230522417198969,0.125011362834832
ENSG00000180479,ZNF571,19,-,37553260,37564259,77.8331301555741,0.115137771960496,0.830396163310074,30,0.437726240616082,0.117968295232146
ENSG00000180543,TSPYL5,8,-,97250488,97273487,49.014928238955,-0.0575494083428055,0.944745281784528,30,-0.848361610367561,0.0971610843710224
ENSG00000180884,ZNF792,19,-,34938354,34956353,180.535445837576,-0.412098288919081,0.47240404387471,30,-0.701748023853233,0.147738950051111
ENSG00000180938,ZNF572,8,+,124979390,124996389,69.2939596789434,0.558882993074667,0.114626892924434,30,0.430922723459677,0.0323545906876477
ENSG00000181450,ZNF678,1,+,227662462,227690461,87.5192577418118,0.905734780845098,0.0501236354776114,30,0.785389857368529,0.073655366199195
ENSG00000181751,MACIR,5,+,103278661,103378660,67.421817042331,0.538282091561465,0.394704452741995,30,0.0935912280184203,0.590669962623208
ENSG00000182022,CHST15,10,-,123971668,124007667,241.859136188045,-0.841274352087291,0.124127634620327,30,-0.261300253708923,0.0538335184758697
ENSG00000182118,FAM89A,1,-,230990958,231018957,110.718832774893,0.0599316633179411,0.877431060095282,30,-0.00718328592135916,0.979987280661226
ENSG00000182149,IST1,16,+,71931200,71941199,66.6942051697409,0.364435875152748,0.356557535490109,30,-0.0471688747824576,0.741851376937265
ENSG00000182253,SYNM,15,+,99135594,99148593,50.5899881184131,-0.436910485509491,0.584944414239105,30,-1.01042731761443,0.157700225815676
ENSG00000183621,ZNF438,10,-,30831632,30844631,20.5767399453114,-0.126502826372233,NA,30,-0.0609598706968902,0.882452885948068
ENSG00000183742,MACC1,7,-,20085655,20134654,89.2382355657789,-0.0899020214637023,0.914339966366977,30,0.410985682800623,0.137739511695199
ENSG00000183840,GPR39,2,+,132646583,132669582,96.6718762712924,-0.0932085924424126,0.878679720366178,30,0.170947672424043,0.326277191973865
ENSG00000183891,TTC32,2,-,19865631,19896630,122.692613410075,0.317987833042214,0.497544658306491,30,0.170292299590831,0.413213541082904
ENSG00000184857,TMEM186,16,-,8783180,8795179,36.113421588422,0.245758736703647,NA,30,-0.887772605065568,NA
ENSG00000184992,BRI3BP,12,+,125031232,125057231,82.8226308760266,0.109590730841363,0.835772632775186,30,-0.63881014956678,0.0432740036486785
ENSG00000185947,ZNF267,16,+,31917358,31928357,119.662723452354,0.756589268277745,0.155023477878646,30,0.889542631612432,0.101820481535397
ENSG00000186212,SOWAHB,4,-,76882152,76894151,84.0013743705667,0.277393228442978,0.496351083682896,30,0.0142989487628235,0.955105121462056
ENSG00000186272,ZNF17,19,+,57421935,57433934,179.929956508194,0.375831867876358,0.165923283242815,30,0.203671718652381,0.295218998981836
ENSG00000187134,AKR1C1,10,+,4983284,4994283,19.4106052023851,0.166907452102822,NA,30,0.164673309578676,0.401385229268063
ENSG00000187566,NHLRC1,6,-,18101440,18120439,57.9392219960937,0.246861568150491,0.631536502242497,30,-0.115867153211601,0.754374826381672
ENSG00000188215,DCUN1D3,16,-,20841925,20854924,31.6951263676581,0.00828167477726395,NA,30,-0.429113636475389,0.0654481841674568
ENSG00000188725,SMIM15,5,-,61143704,61157703,343.505178463022,0.608693181740758,0.134016525213445,30,0.51032710775493,0.037237995895782
ENSG00000188994,ZNF292,6,+,87265944,87288943,69.0560252613927,-0.0150648407968482,0.988002955904672,30,0.168295596914897,0.808462138647145
